OrderID,OrderNumber,RestaurantID,UserID,DpID
1781,ac4a43d5-29fe-4e50-94b1-bac1f92aa1eb,781,781,791
1782,eec8d8dd-0c3a-4a59-adbc-41a3320c3da1,782,782,312
1783,ba4866ae-f989-4603-b6f9-fcd767ab1bad,783,783,877
1784,bf417b9a-e70d-4fb6-8b01-d1a56112e54b,784,784,382
1785,21c954ef-ae9c-4ada-99d5-4f601ef6957f,785,785,870
1786,03eb9e50-882d-41ed-81ef-ab1e55b16199,786,786,78
1787,626bdcd9-185c-49fa-96e0-b50f01211090,787,787,674
1788,031ef124-2ba1-484f-bc1b-9438c89991a8,788,788,386
1789,05fa5052-fb36-4be3-8aea-a7c1324b9476,789,789,41
1790,a11af60d-8b43-4236-a5b8-9e98d465d3e4,790,790,555
1791,23511fe9-a052-4a74-8393-08a06eeab771,791,791,217
1792,205158c6-51aa-432e-9b0a-81ad2d53a641,792,792,664
1793,beca4f45-ca51-4a00-8327-c4178b815cca,793,793,573
1794,d5b44772-e71f-45d6-b17f-3b17997f670c,794,794,923
1795,dcf11ac3-5a1b-45de-90d9-77dc87e15fe5,795,795,243
1796,5e0666ef-5b79-454d-b0d5-0faafc205624,796,796,619
1797,50256f1a-bfb6-4d45-8344-cb5c1234642c,797,797,514
1798,cd7e5fab-d779-454a-b683-63ef22c63547,798,798,782
1799,675782c3-0f58-4106-8fb5-ce310c35d77e,799,799,563
1800,ed01a586-9188-43b6-a723-45a4f7b8e4a4,800,800,633
1801,b5520197-4da9-482c-b803-e1b17c0e0045,801,801,238
1802,bcca81b6-99e4-4be0-a6d9-8a64dbd6e9d4,802,802,360
1803,7f919f0e-cc85-4e1c-ade6-f9b6980dcbb4,803,803,530
1804,73eb48cd-a193-49ce-8864-49c05233f325,804,804,583
1805,6389d50d-7cdc-4798-8932-ea3bc154ef6f,805,805,748
1806,9aae6c53-7e70-4f0b-bad2-df778a855baa,806,806,865
1807,bf18bc80-9636-42fb-ace6-2b79ff162c60,807,807,153
1808,3b08995e-c2c8-417c-a6a7-7de40576d44a,808,808,171
1809,6e4d3821-6872-40c7-80a6-4a6fac7d566e,809,809,82
1810,1266ab6b-c3b1-48a2-a39d-72400895efef,810,810,74
1811,ff369d1d-6ebf-4fb6-aa33-ebcae0526da8,811,811,216
1812,b656caba-5c3e-4b13-bc89-8fb7210e8a83,812,812,501
1813,46aa30e5-3d7b-4ed3-bd57-1168da4c0c96,813,813,813
1814,69f0072f-e753-4e92-8eb5-84d9be160279,814,814,400
1815,9440e303-990a-43fe-9e3f-95a28704cf7e,815,815,217
1816,3f1feaff-c82e-4a1c-8306-3f8627d5a560,816,816,84
1817,d3813d02-cc23-4ab7-846f-4fb57d3c8a2a,817,817,350
1818,f957d15b-69a1-49aa-a7b9-a4cd73c98d6a,818,818,559
1819,50026428-f86f-4d59-af02-fc0dd97fe9a7,819,819,645
1820,81292af1-03af-4df1-8e4f-a260fdca9d9b,820,820,327
1821,dda3ef1d-e9ec-426a-b005-b671b332dca0,821,821,339
1822,9f646a44-be8f-4e8a-bd93-2bf62fddedf2,822,822,355
1823,6844443a-8f0e-4a9a-8b04-9d3c12ffe444,823,823,76
1824,578373ed-3505-4a1f-962c-a194ddd51c94,824,824,31
1825,799c7b8f-a4f8-4874-8a04-cf7a92d3474c,825,825,694
1826,26404ca4-3b49-44d0-b5ad-ca3580fddabd,826,826,656
1827,e6145d91-d1c3-48a5-9995-fb412aa8a478,827,827,561
1828,aee33edc-8a50-462f-bcfe-2b03c1da5841,828,828,949
1829,684f7940-7c99-4580-bda9-6916f86033cd,829,829,959
1830,e74cf818-c443-4ab3-9a49-f3ae6aada91c,830,830,932
1831,9891108b-6b87-4758-baac-aa77430c12c8,831,831,317
1832,08f0ac33-6578-4241-bfe5-850c439abfd9,832,832,915
1833,65cfb30f-8884-4a23-8807-d96cc39bf4c1,833,833,240
1834,f97bc607-bdb9-4214-b1cb-ff9aaf69e767,834,834,486
1835,9b72f242-bfaa-43aa-b7b7-81d40b7921ba,835,835,149
1836,81cbf459-f3aa-4ebc-be4f-5c6ff4a62429,836,836,462
1837,686ee6cf-0913-4823-817f-7d84659e8690,837,837,345
1838,ee3a7b10-81fd-4744-b0cc-8708fe3c79f5,838,838,721
1839,6af64bbf-de8f-435b-8aa3-62c3ece5580d,839,839,686
1840,dd95e7c4-9288-4131-b7b5-3889da412cf9,840,840,325
1841,e48bb474-cfa4-456c-a67d-26a9f31faf16,841,841,134
1842,2af4d158-45d8-4320-9e8d-6e2ca156bcff,842,842,288
1843,8c664282-e18b-474f-8ce5-fff9961ef4eb,843,843,530
1844,d2418c95-1c8b-4cc6-b4a0-b1f6f6dca63b,844,844,669
1845,130b14a9-2a30-445f-8fbd-40449e819aa4,845,845,932
1846,28f3cecf-7510-4d1b-b008-c2327f3411ac,846,846,485
1847,d76a673f-591d-42f3-9485-5ecb19f6f5d5,847,847,190
1848,81d540ca-4af7-45cf-b7f8-d8a41e9b7587,848,848,416
1849,c3012279-53f1-4a1f-8df4-f090ec170009,849,849,577
1850,4b5cce16-1ddd-4101-bb51-b803f400905b,850,850,276
1851,11671dec-a912-42c7-8092-5d76cc9e6ef6,851,851,822
1852,8c4bdde0-8e5a-4b16-b221-e2f5020235bd,852,852,996
1853,8519abc0-3c4a-4a25-bf0b-68659fbd9f58,853,853,100
1854,a9d9254b-5f77-48c7-aafc-2065a49127a9,854,854,106
1855,ce6e55fa-e9ad-4ef3-a47a-c6a5f9be0cf8,855,855,214
1856,b1a22500-2916-4129-ba96-8f20a4dc7dc9,856,856,212
1857,58eb1256-d6f7-45fc-87ed-d76030c2a696,857,857,947
1858,cb77d032-05b5-4231-8cef-c50e15c8e8dc,858,858,735
1859,7f9074e1-b170-4432-8dff-a0708083b161,859,859,610
1860,295364fd-89b3-43af-adc4-58ba0c2a0323,860,860,226
1861,175ba15b-3a8c-4f74-8b97-3fe5d21ea97f,861,861,71
1862,dfcecce7-7d22-42e1-aca4-9f776f92bcea,862,862,236
1863,a98faf69-eae5-45c2-b9d4-5b833a709167,863,863,94
1864,09cb17b7-08f2-43df-81b8-9ebe31d431c2,864,864,334
1865,cec74463-ef91-4d04-930b-61d98ab28228,865,865,477
1866,040cc87d-149a-4fcf-88ee-8aaffb92f75f,866,866,980
1867,3a958b85-43ea-4927-b970-bd82eaf058a2,867,867,518
1868,509eba50-92a7-4f1d-ab77-a7ba7888fc79,868,868,306
1869,a28fd973-7dcf-4a1c-ad49-f96aab969876,869,869,794
1870,f28d1397-e994-4fe8-89f5-d0716188221b,870,870,284
1871,215054e4-04a9-4490-aa55-80e20458d008,871,871,927
1872,3a9db53a-5588-44d8-91e8-74c49457f90c,872,872,387
1873,6c562d79-3335-43cb-bfba-db8be454d6bd,873,873,859
1874,7670b468-7593-4e13-b084-8bea782b5a9d,874,874,146
1875,bfd45a30-e0f9-4895-9d88-597e02612866,875,875,241
1876,aa218f88-faf0-4983-9f7d-dabbccc67110,876,876,522
1877,391efa69-2b1e-4112-83a0-473b2e428a3e,877,877,454
1878,ea26583a-e830-4820-abb7-fb96542f9398,878,878,827
1879,cdec2f01-f5e4-4415-9a1e-d7033a2c4258,879,879,220
1880,94dc569a-af51-44dc-8a4a-c16083efed7e,880,880,423
1881,9b19655a-10ac-4790-9109-f7ce09afa299,881,881,781
1882,eaded5d2-93e5-40aa-91d6-1ddf5ac17060,882,882,321
1883,2331f638-1343-4271-b915-be1e82886a6d,883,883,28
1884,634b851e-a432-4862-b90c-8432a43a96c4,884,884,65
1885,e018e209-eadb-4556-a70e-5237ae13a957,885,885,54
1886,ce820fe5-9474-4781-9fa9-3f5f8373b021,886,886,507
1887,ec0be25a-cc94-433c-97a8-abdb517cd88b,887,887,629
1888,b936e75b-92cb-4ee7-8925-c4279f518bfd,888,888,341
1889,2a9278cd-f20e-44e0-8f7f-64399c667a98,889,889,570
1890,d99cdca8-644e-4090-9fc2-2d6c05ad7e10,890,890,417
1891,7bd0b070-3fb3-48d3-b198-d0f8fd552d89,891,891,767
1892,ea2720c4-979b-4fac-8185-93c96d0883af,892,892,922
1893,35d5bc6e-c201-4fd1-87ad-f8a35c218e7e,893,893,542
1894,958cf569-0b75-4aca-82ff-2ce956c6e2bd,894,894,51
1895,a61b6a23-957b-45ff-9475-6393f1c07ed3,895,895,691
1896,3103863d-945e-43e1-ad3b-e8576ad2ce27,896,896,786
1897,b4847888-3ed0-40f9-9b16-4007fa29874c,897,897,576
1898,f21cb324-96cf-41f0-b131-6691ed9df545,898,898,879
1899,bd23ff07-f5b3-4f46-954b-34dbea0ee1b9,899,899,768
1900,4a0a14ff-9571-4b46-bddd-0d08a676becf,900,900,336
1901,20452dc3-6bd9-4cde-928c-dfd251de2113,901,901,574
1902,08b64d3d-d663-400f-be02-edf113ee185b,902,902,245
1903,78e8b029-f70c-4ded-b31a-f77f72d9898b,903,903,41
1904,43d95ed2-4dd4-40ca-ac48-3fd582708d7a,904,904,571
1905,178eeb2f-a9ac-41de-9c0c-a218ab6ba5a1,905,905,154
1906,e9e4f7b0-7059-49c9-a7df-50e043e1929b,906,906,196
1907,001a1e87-5acb-403f-8c1c-eb15bba99b86,907,907,795
1908,46d269d3-6aad-4216-b75a-01b559ffaffd,908,908,528
1909,2cb70197-6347-42f8-9a9b-5c6e69f22207,909,909,558
1910,dcccd45b-fa8f-43bb-b9bf-6d378d5921b4,910,910,863
1911,db239605-5fac-41f8-bc0e-333b24cf3a20,911,911,119
1912,27cdf415-74a2-474f-b045-74d6ba041a6d,912,912,206
1913,7d669ab8-fb00-4df4-8ebc-0c2c7bf572f8,913,913,438
1914,22074b25-aae0-4cb9-95d3-cdb1a57fd5cf,914,914,758
1915,b4a9ebb0-1f86-485a-bb4e-8cf6e8371860,915,915,130
1916,4ff4defa-99ce-48dd-bb9f-e6688a89fb50,916,916,171
1917,480b5aaa-6969-4be8-8e75-4c03dc6da955,917,917,325
1918,91aa6cf9-0a44-40e2-9a8c-3bcbbde48da7,918,918,38
1919,dfaa1a6c-c111-446a-a92f-48c65b3c7cbb,919,919,949
1920,c5f8e008-2a7a-412a-ae19-f2f44da9d8f4,920,920,214
1921,45f61c4b-a50b-450f-b6b7-993caffdfe34,921,921,3
1922,0081930a-4e5d-4f71-8a93-523b0499cc70,922,922,888
1923,dc62b503-e505-4896-88e4-a585495d9ab6,923,923,437
1924,717da173-f79f-4bdb-b109-2504d67a05ec,924,924,303
1925,f3c2684c-55ed-423c-8d93-9c13df2854d7,925,925,476
1926,7c261b15-cc80-4b4c-b19c-7e0207fd1386,926,926,193
1927,d8e9bdc2-2298-40ec-820d-a0c15d9d5e35,927,927,424
1928,2548bb69-f78e-487f-8e81-56d0b7986172,928,928,812
1929,c0caa453-bda8-4fa5-894d-9b0d25237f91,929,929,365
1930,b2fd4089-46c0-47dd-8cea-e5458f6f9873,930,930,21
1931,4bbc6fef-03b9-4738-8619-cd0949bf97f6,931,931,141
1932,eab7c3f7-13f2-4e7a-857a-d141bd417fd7,932,932,22
1933,4fc8aeff-6f15-4e16-b521-cadfb716380c,933,933,67
1934,ab4ab28d-4889-4fbc-a4ff-dd5cd942e672,934,934,609
1935,8a2f1848-205b-4e0b-a6c9-dd9c40cbd188,935,935,443
1936,3b22170f-a0e4-4202-af1d-41f60da6a549,936,936,952
1937,c4375b34-32f1-4420-85b9-00e4a9cbc7ae,937,937,612
1938,bd5ca5e2-6ec9-4c44-b166-ff6ddcc04e60,938,938,921
1939,6c830922-6081-4351-a8b7-7ec0f120acfb,939,939,7
1940,86711e75-a1a9-4e1d-9234-890d05d5263b,940,940,469
1941,49d3e502-004f-4684-81d3-264bea0533e4,941,941,370
1942,4c418bb2-d411-4c2d-8808-58dfb1375094,942,942,394
1943,37b66e3e-df83-48d9-9dc9-845ade037030,943,943,447
1944,8a57e4f3-7b16-40fc-9a22-40865dce4b5a,944,944,719
1945,ab7e8a4c-352a-4ace-a70f-d03982224b48,945,945,465
1946,4c9f3644-87f2-40dc-8ee5-9b1a670d9fc5,946,946,963
1947,b63be187-3e11-452b-99fb-8b7ed9515df6,947,947,209
1948,8a85d4b1-5aaf-495f-918c-0f0ea8fa3162,948,948,903
1949,de20166a-6fc1-4b84-948e-b409635fa37f,949,949,376
1950,8660194b-c529-4bde-b09d-d0d3441c297f,950,950,408
1951,53b54a6d-c90f-4e26-a0dc-61e8c7622990,951,951,707
1952,34c625f8-c167-49ca-aa18-ff807576981e,952,952,934
1953,0f00a298-0848-4ed5-b4f6-405b0c063588,953,953,592
1954,3481f834-af77-42cf-ad6e-2d4f453759ae,954,954,208
1955,942cb0ca-425e-4f4b-87a4-e1371de209fc,955,955,291
1956,d3718127-54fe-41ea-9db5-306052075a1f,956,956,159
1957,a329cec5-5edc-47ac-8fb8-5613ea9d7a26,957,957,923
1958,b0b26179-0d45-4b78-a5e4-1c1d2e812cd3,958,958,54
1959,4823c866-4987-4fbb-bdfd-9b166f12366c,959,959,403
1960,d3715119-177e-4350-9541-dfa85d26bd5e,960,960,215
1961,92defb7e-b2ae-459d-aee7-ee52d73c86a5,961,961,967
1962,bb89783c-5f8a-40f3-be0e-ce4fff679852,962,962,176
1963,4bdf69eb-e556-4080-bff3-ab79573c7c97,963,963,137
1964,35bbc04d-1ad0-45d1-a88d-d995bba3781a,964,964,98
1965,af1d432e-2a6b-47d5-beec-8b1b17a7541d,965,965,359
1966,f8274cd0-3168-4531-b17d-c327916310f4,966,966,850
1967,12c0aaae-7ba9-4c8c-b91d-57b09fec6c25,967,967,89
1968,4dd0f196-b3c2-450e-bda1-b25feb2ef251,968,968,757
1969,08fb18ae-49b3-4580-a664-c373f5a27ece,969,969,177
1970,a2a325b2-4901-4586-8147-44b82029dda9,970,970,579
1971,aab0f1ea-6e0f-4cf4-857d-e806d6a02cc5,971,971,345
1972,64bd89c5-5b9b-4a39-95a4-e936852b3d5a,972,972,302
1973,987fa370-809a-420c-bfc8-a26568cef336,973,973,362
1974,db14c031-4515-4dce-865e-b7860d48de9e,974,974,696
1975,e788bb8b-b5db-4794-944b-d001c7e24d1e,975,975,88
1976,7b32b075-0f6d-4838-8cfb-b08cfd93bc37,976,976,18
1977,5d00b670-b807-40cc-b4e4-4572e97423eb,977,977,294
1978,04ff1cbf-ddf6-4480-8a16-1264a34907fd,978,978,344
1979,7e307df6-00d2-4f94-abf3-4614bc0cd0fb,979,979,233
1980,9efafd8a-a64d-43f5-b69e-51c1fd7ddc3d,980,980,770
1981,e7d23a2c-e6aa-4431-a0a7-56f828d88a0d,981,981,242
1982,44e6d87f-33a2-4a34-b6be-e2274cd50e3e,982,982,306
1983,38aff1e6-b6fc-4301-82dc-69fa64bf6b77,983,983,907
1984,c436f285-42bf-4cc4-b84d-5aeaadf5eb31,984,984,453
1985,11f2dbc7-5714-42e1-9d3b-f53a8257a409,985,985,701
1986,f806501f-c467-4c22-b462-034c40ec0078,986,986,487
1987,99e53bad-7a69-42a3-9ba0-10bb1781ef8d,987,987,63
1988,6dd94235-b228-4295-b40e-2cefe4c87765,988,988,442
1989,d01fa99b-e577-417d-a6a9-b8ab7ab8dffb,989,989,896
1990,293bd0bc-466a-4927-a2e2-52c1cac4dcc9,990,990,723
1991,f8ba543e-3928-404e-91dd-38ac12d72ec0,991,991,166
1992,7fdb2e21-5153-4f62-ab5e-f23e8762cb85,992,992,451
1993,604aba66-93fe-465b-a6a1-f4845d3049ed,993,993,177
1994,55e96408-060e-4c04-abca-a1c4f7abcb79,994,994,907
1995,339e4f35-28c1-44f8-b092-49ba523c0e6c,995,995,641
1996,966d2227-561e-4762-b478-03fb12951574,996,996,29
1997,640280e6-9846-4aa7-a296-36fc1c382494,997,997,678
1998,03742ab5-d6ab-42f1-8431-280502b4ee36,998,998,569
1999,dcd0c514-a07e-41ce-9ce7-0916b075167f,999,999,77
2000,d0554ccf-e71f-491d-9d39-97ee0be73995,1000,1000,732
2001,4372c6e4-008c-4abe-956e-aeca127c367b,1,1,548
2002,88bc54cf-4624-46b4-9f4c-647d1086ec4a,2,2,896
2003,bf5908a1-680b-4d1c-b13f-bf3ab3efb735,3,3,679
2004,c0d0b567-4351-4b6f-8b6b-fe16d70fce45,4,4,479
2005,4c6b92fa-90e9-4267-8506-a5fb9889889d,5,5,7
2006,ef82413c-cb0e-432d-bff7-f5627fcea0a7,6,6,903
2007,c25f1ba8-ada9-4b6f-aa26-88e68b52f376,7,7,576
2008,0f7bb2f5-1b3b-4c44-a56d-3f4b5d7ac926,8,8,257
2009,08bd382b-b8b7-47d5-84f5-bedae25755e2,9,9,198
2010,aff4d160-0787-47fc-b8df-b4aeb6e429c8,10,10,534
2011,01bf1742-110f-4cde-a35d-af872e240d48,11,11,37
2012,94b416c8-22d6-4c25-91f7-e4babd648694,12,12,105
2013,8011e6ba-2055-4da1-89ee-2b66fe3d97b2,13,13,834
2014,82b153a1-b17e-4f17-91cf-c21971bbb049,14,14,343
2015,2de5d963-e830-4505-8ca4-688b8dc9d425,15,15,856
2016,563d6403-e956-47b2-a46e-ef5d92c997d7,16,16,994
2017,241d1504-4e44-4f98-943c-d3aaefc7402c,17,17,256
2018,71be4083-a033-4d28-b2f0-3971921372b4,18,18,386
2019,f13dc1e5-9708-4161-8915-6a7cc524b135,19,19,89
2020,f42345c2-b594-45a3-95c8-78860d6061d3,20,20,216
2021,28ab9257-b993-4981-9088-a63c15b69d67,21,21,853
2022,29aaa1e5-f8b4-4d51-a0e1-3953cb392db8,22,22,582
2023,ef64cfa1-a6f6-4335-a48d-4fe94fbb7863,23,23,629
2024,4ff23ed4-202d-4e8d-9177-ee4bafc4aef7,24,24,624
2025,c97fe01a-5568-42f5-8187-3899ee39617e,25,25,204
2026,f9895e86-cfed-49d4-bef2-7a1100f82fb6,26,26,855
2027,2ff9c783-5bff-445e-a340-b75b70ba5607,27,27,549
2028,3170f2f7-a797-46a8-b464-dd544aa39e94,28,28,711
2029,9a1af566-5b2d-40a7-b0b0-33d4f2291814,29,29,137
2030,6280c042-8409-46be-b683-e6e1e7b85760,30,30,969
2031,8bbdda70-6669-4032-bd51-2d306c078d76,31,31,259
2032,fe86c609-1918-4985-b2f7-39369fe3a44e,32,32,953
2033,e0f62e04-ac98-4d88-a332-c9ed45373997,33,33,951
2034,4edf1a98-cbb0-40ab-98f2-2996e007d0d3,34,34,477
2035,5005553c-2764-4c51-a12d-c213aced761f,35,35,625
2036,32459086-57d0-4074-b932-efb75d9b82b8,36,36,955
2037,5f68170a-df51-494d-a6f0-114bdc8a74be,37,37,859
2038,6b169421-1a87-4751-a83e-b3c37b8053fd,38,38,879
2039,2f5ea7aa-142d-4504-96e9-7e5f75892250,39,39,979
2040,4ee941a6-8177-41e6-8c4f-faedfda0d463,40,40,738
2041,5045ea78-48f9-4013-b016-275e8da39351,41,41,161
2042,9d80e3b4-614c-40ea-9cd0-8e347ffe5539,42,42,835
2043,065abe33-9e23-4d3b-b057-70cb77aa3455,43,43,443
2044,01e6b1cf-a4f4-44b8-be24-9617e5dea45a,44,44,159
2045,8abcfae1-cd20-4d89-8597-6172dcc9eb00,45,45,25
2046,fc451ef1-9057-49c4-9e44-39ee23239c6d,46,46,50
2047,9e1e470c-6d83-4577-8b81-9744ba38a01b,47,47,659
2048,1a58af78-469b-4814-945e-9f6c49e8646b,48,48,202
2049,ed5886cf-8879-4458-8f40-9d0ff5377794,49,49,754
2050,ddfecc4e-3321-42d5-9c0d-fc76e0e81b92,50,50,298
2051,d71891fa-b55d-4274-9df6-df096e6077a3,51,51,278
2052,b792ded3-ba48-405f-ae14-d8d89e26c8f3,52,52,632
2053,64a7ad53-338f-40bf-897e-22321316d168,53,53,41
2054,6ee0f1d8-f34c-44bc-96f2-6748ad2fda40,54,54,255
2055,c2785867-ae73-4a80-9fb9-6da2d01e64ab,55,55,677
2056,05ea87a2-f6c7-4d77-924d-52ae4f8895e5,56,56,864
2057,84a647a5-5fff-4af6-ac92-c3377bab7092,57,57,474
2058,4390be64-ab05-4882-90b0-e3215adc159f,58,58,799
2059,9cb631a5-5e5d-43e7-89dc-5fd2d7b1960d,59,59,74
2060,5ad81748-533c-4e60-aa87-30f663d6f3dd,60,60,713
2061,bfcc5249-0d46-4b47-80f9-5dae6c27561d,61,61,427
2062,f40bc93f-995a-4d4a-8bba-ed4615a204ee,62,62,970
2063,ac70ba7f-6073-486d-9aef-908f8bf90adc,63,63,626
2064,b01c5327-32df-46ea-96f9-b8e03abb6b4f,64,64,105
2065,83fe0050-e4b3-4301-ac22-fa1acb439c1f,65,65,360
2066,6e83a839-1588-4518-b368-000a80cff52a,66,66,53
2067,4e19d3dd-7284-4d70-a6a4-769a73a05700,67,67,238
2068,512dac42-2891-4d66-9c38-516d8534ae05,68,68,894
2069,61170d3e-5726-40de-b67a-bb9e00ec43ee,69,69,382
2070,6d6e43a1-6ab0-4506-9fdb-8d0c591ef217,70,70,442
2071,dd99c6f2-36d9-4e6e-866a-9174a446e6e9,71,71,960
2072,24c285cf-9e3b-48b9-8946-5b8f9ee351d9,72,72,674
2073,d8b5061c-483b-464f-bc5b-77163fb08cd1,73,73,279
2074,21c5328b-4696-400a-a8da-1cc7bf38e407,74,74,579
2075,eb6a75b9-6cce-4f3f-89e0-4f7f679c4831,75,75,734
2076,bfb40e73-f520-4af2-9ec4-d5283513f0fb,76,76,650
2077,4a56a549-76d9-4951-9309-e33fdcaf8bdb,77,77,456
2078,e172cc02-6ab0-4b8f-9b1c-5939d0759733,78,78,107
2079,9069e0ca-9145-4c9f-99d5-3b64fb0407ba,79,79,193
2080,ce3d7d36-24a3-4998-9ee9-30ab5a714e1b,80,80,54
2081,e03614d3-3fd8-44ec-8eb4-5c6a0ea85d35,81,81,470
2082,3207768a-70c4-4c3d-ac03-8bcdfd38efc2,82,82,764
2083,b0ce0232-3d96-4ab3-9a78-774160078eda,83,83,90
2084,a88f0f6e-dcbb-49c2-b5bc-97147b648332,84,84,976
2085,f90af88c-3c53-4834-8980-767f4a0973f4,85,85,718
2086,7b20d306-5a5c-44f2-8f9e-4eac54f9416c,86,86,236
2087,f7e1801d-271c-4e8c-b9cd-605df9f82d28,87,87,731
2088,bde0d881-09ac-4bc9-b586-2faddbc393a8,88,88,563
2089,95e45e3c-7ab1-49c0-a08b-dfe770fe728a,89,89,673
2090,0e027e18-5dcd-4dcf-af83-d69048da11ff,90,90,663
2091,c4e972b0-e838-4b3a-82ca-0d8c89bb639d,91,91,378
2092,7330d9c7-6faf-4b4f-a663-33b8683fe366,92,92,785
2093,e07c6752-37ae-479a-be09-4c8ffd1159a6,93,93,140
2094,5643a7a8-1b7d-479d-b831-0baf32c5afa4,94,94,951
2095,82eb1751-47c3-465e-801c-6a16e68b7342,95,95,889
2096,1fcf7c94-b931-4e01-a587-3834c3ca409b,96,96,823
2097,0c4f9cda-551b-4c62-b5c9-9a04df3672ec,97,97,482
2098,0124b255-10d6-420b-b6e9-5ef91d908dae,98,98,565
2099,ac8d5014-7fa6-4728-91fd-6214604a71b1,99,99,40
2100,533634f8-01ba-48d8-b4cb-9b443f3775be,100,100,395
2101,02422d5f-3d76-4fe3-9747-8d56f5b0c345,101,101,715
2102,87850635-8805-4562-b721-eefb5de34d23,102,102,32
2103,a7b4cc61-c2e1-4b5a-ad51-5c9374ac5db4,103,103,686
2104,5f24858a-f3f6-4ed7-9224-8ac228040413,104,104,151
2105,615c9c7f-e043-420d-8157-562a2c394d7d,105,105,510
2106,fcabc3a6-b745-4187-9f5e-5d030662c6b6,106,106,404
2107,51cfdf5c-b12f-4b88-b4c6-e145159adb99,107,107,206
2108,9f4332b3-4aac-4bb9-97f5-1427d02edede,108,108,884
2109,fd58c28c-f7a9-4f3f-8b52-f60421ae4482,109,109,165
2110,9114c9b8-afcc-4d57-82d2-ed951451b4da,110,110,17
2111,4ebcb385-5ad3-4169-9058-b933525b1fbf,111,111,255
2112,1b7427ff-67a5-46a5-9ca7-cfd9ae67cef0,112,112,198
2113,31cd73ab-242d-4677-951d-cb24ff024c08,113,113,14
2114,4bfbcb93-e600-4352-b34e-1498b10654ba,114,114,19
2115,96da35d3-322c-4170-b77a-71dc2cb59eaa,115,115,233
2116,92a68cb5-1798-4cc1-be23-48442c753ccf,116,116,421
2117,45f06ab4-700b-40c3-8b32-4965897c093b,117,117,839
2118,f2430126-d6c0-47aa-919f-cf95dec13f6b,118,118,913
2119,61c97151-07e0-4b58-9b65-e498ed4bc3a8,119,119,397
2120,72edd4ca-dc2a-4b75-8147-4a666347b0d2,120,120,901
2121,3678b5b2-3f59-4813-b1ed-3b4f99743d30,121,121,113
2122,21c55f78-6242-4d42-8de7-a643db2fc7d0,122,122,964
2123,76758f69-f225-457e-98fe-65d0bfb6ecb2,123,123,196
2124,f862f242-2512-4947-8774-4c794909e6da,124,124,447
2125,25e9981c-d42e-4603-9009-042e19dad6b6,125,125,687
2126,db7b3242-100e-4d44-b28b-b8656ea9b5e7,126,126,590
2127,09e2ab22-5734-4a4d-a243-9931efc6dab3,127,127,120
2128,17972968-1cab-4202-ad55-1b36409d8917,128,128,812
2129,d44be89f-fd4d-491c-ab52-214e3d20ca1a,129,129,319
2130,015d3f98-3b1c-4534-bbef-c7bc45a704fa,130,130,132
2131,bcbeb871-6070-48eb-bdf2-7f780dec22a8,131,131,533
2132,3b1ff996-cff7-41ed-8efa-cd2506e15f4a,132,132,336
2133,c2228f9f-3739-42fa-bb23-0838923b6a4c,133,133,873
2134,7cfcc9d7-2f52-4e12-804f-e90a2d43920d,134,134,467
2135,c7257bd1-e07d-4313-9970-109af3c10912,135,135,239
2136,4f8a4e72-8fbd-45ab-bb1a-f50cd25d29ec,136,136,339
2137,c947ed58-1a08-422e-bf60-7daab116c60b,137,137,464
2138,124f2fc5-6dba-4833-936c-2b82af182ecd,138,138,14
2139,4a65152f-fa5e-4f44-a24a-f58f892affee,139,139,498
2140,d305d091-79fd-4e7a-aefe-7c07d775bda3,140,140,680
2141,c6483c14-1182-482e-ad34-25a136c5bd66,141,141,370
2142,aba2022c-b84f-4139-aaf3-8713f7fa316e,142,142,302
2143,ce1d16f2-8733-42d4-815b-af97fef22de2,143,143,11
2144,e3c5b849-42d9-4560-a1c7-7f472a85764b,144,144,15
2145,5d81d1a6-ae6a-4062-b699-3fd7c33d7fe6,145,145,694
2146,593b4495-fb1e-4483-8084-3f14c1ec99bc,146,146,468
2147,48f8ca7f-c33c-46a3-902d-cdb08f355c2c,147,147,1000
2148,72f191b8-585a-4268-bc5f-2f6c30fcbf86,148,148,32
2149,cd5dcc58-8661-4297-9872-d9ecd553b369,149,149,923
2150,6a07eedf-86bd-46d2-8c79-de9f88051722,150,150,910
2151,69c36aeb-cd76-4019-9c39-925f276e3596,151,151,771
2152,aabe9a09-2440-4187-b2a4-813a6d857cde,152,152,444
2153,944f9c69-0900-443c-89ee-41cde855f464,153,153,648
2154,48c7f4b6-df0b-453a-8eef-75edd7079ef2,154,154,353
2155,e1665ad7-a749-42aa-9496-1bd8e68ddd24,155,155,614
2156,58e48f72-c445-43a7-9042-12a51195d495,156,156,326
2157,d1fa19ee-e6ef-4cfd-aab9-d084aba40d54,157,157,556
2158,7e4224b3-0d7c-4549-862d-b3858a5e844c,158,158,504
2159,54529b3f-e593-461e-9957-164c1f6ceb47,159,159,615
2160,8fd5bf80-73f6-4534-9844-9be2fee40a13,160,160,322
2161,b3aae729-2ff2-416f-aa93-32f7dd314b6b,161,161,88
2162,24b70805-0109-47f7-9488-9f3a0746d3e1,162,162,374
2163,99c9d255-2b60-4e9e-935a-bb56726e97a9,163,163,700
2164,6924a3c4-2878-4157-8a99-26e074398301,164,164,398
2165,37bd8890-2ac5-4ad8-8345-4313a3496e68,165,165,36
2166,48523522-314e-493c-bb99-5a58653bdd07,166,166,608
