ReviewID,OrderID,DeliveryRating,FoodRating
1614,1614,5,4
1615,1615,3,4
1616,1616,1,3
1617,1617,2,4
1618,1618,2,2
1619,1619,2,1
1620,1620,1,1
1621,1621,1,3
1622,1622,1,5
1623,1623,1,2
1624,1624,3,5
1625,1625,5,5
1626,1626,4,2
1627,1627,5,4
1628,1628,4,2
1629,1629,5,4
1630,1630,2,4
1631,1631,4,1
1632,1632,5,3
1633,1633,4,4
1634,1634,3,5
1635,1635,4,5
1636,1636,1,5
1637,1637,1,4
1638,1638,3,4
1639,1639,2,5
1640,1640,5,4
1641,1641,4,3
1642,1642,3,5
1643,1643,3,5
1644,1644,3,5
1645,1645,2,3
1646,1646,1,4
1647,1647,1,1
1648,1648,1,2
1649,1649,5,1
1650,1650,5,5
1651,1651,4,2
1652,1652,3,1
1653,1653,5,4
1654,1654,5,4
1655,1655,4,2
1656,1656,4,3
1657,1657,4,1
1658,1658,4,3
1659,1659,3,3
1660,1660,5,2
1661,1661,5,5
1662,1662,3,3
1663,1663,1,4
1664,1664,1,2
1665,1665,3,3
1666,1666,5,2
1667,1667,5,4
1668,1668,3,4
1669,1669,3,2
1670,1670,1,3
1671,1671,2,4
1672,1672,1,2
1673,1673,1,2
1674,1674,4,3
1675,1675,2,4
1676,1676,1,5
1677,1677,3,5
1678,1678,3,2
1679,1679,5,4
1680,1680,2,3
1681,1681,3,3
1682,1682,5,3
1683,1683,5,2
1684,1684,2,5
1685,1685,1,3
1686,1686,5,4
1687,1687,1,1
1688,1688,3,3
1689,1689,4,1
1690,1690,3,4
1691,1691,1,3
1692,1692,2,4
1693,1693,3,2
1694,1694,4,5
1695,1695,1,3
1696,1696,1,4
1697,1697,3,4
1698,1698,1,3
1699,1699,4,1
1700,1700,3,3
1701,1701,2,5
1702,1702,4,5
1703,1703,3,4
1704,1704,1,4
1705,1705,5,4
1706,1706,2,2
1707,1707,3,5
1708,1708,3,5
1709,1709,3,1
1710,1710,4,5
1711,1711,2,3
1712,1712,1,1
1713,1713,2,1
1714,1714,4,3
1715,1715,4,3
1716,1716,5,4
1717,1717,1,3
1718,1718,4,1
1719,1719,1,3
1720,1720,4,3
1721,1721,2,1
1722,1722,5,2
1723,1723,4,4
1724,1724,1,3
1725,1725,5,2
1726,1726,5,4
1727,1727,4,2
1728,1728,4,1
1729,1729,3,4
1730,1730,4,4
1731,1731,3,3
1732,1732,5,1
1733,1733,5,5
1734,1734,4,5
1735,1735,1,1
1736,1736,3,1
1737,1737,4,5
1738,1738,2,1
1739,1739,2,3
1740,1740,5,1
1741,1741,3,1
1742,1742,4,3
1743,1743,5,1
1744,1744,5,4
1745,1745,1,3
1746,1746,2,1
1747,1747,1,3
1748,1748,3,3
1749,1749,5,3
1750,1750,2,3
1751,1751,4,1
1752,1752,5,3
1753,1753,5,2
1754,1754,2,4
1755,1755,5,4
1756,1756,4,3
1757,1757,5,1
1758,1758,5,1
1759,1759,3,1
1760,1760,1,3
1761,1761,4,3
1762,1762,3,1
1763,1763,3,2
1764,1764,1,5
1765,1765,3,5
1766,1766,2,4
1767,1767,2,1
1768,1768,5,1
1769,1769,4,4
1770,1770,2,1
1771,1771,5,5
1772,1772,5,2
1773,1773,3,1
1774,1774,3,4
1775,1775,3,2
1776,1776,2,4
1777,1777,5,1
1778,1778,4,3
1779,1779,4,3
1780,1780,2,1
1781,1781,3,4
1782,1782,1,4
1783,1783,2,4
1784,1784,2,1
1785,1785,5,3
1786,1786,5,5
1787,1787,4,4
1788,1788,1,1
1789,1789,2,4
1790,1790,3,2
1791,1791,3,4
1792,1792,4,5
1793,1793,2,1
1794,1794,1,3
1795,1795,4,5
1796,1796,2,3
1797,1797,2,1
1798,1798,1,4
1799,1799,4,2
1800,1800,4,3
1801,1801,4,1
1802,1802,4,1
1803,1803,5,4
1804,1804,5,3
1805,1805,5,5
1806,1806,5,5
1807,1807,2,1
1808,1808,4,4
1809,1809,2,4
1810,1810,3,5
1811,1811,1,2
1812,1812,2,1
1813,1813,2,5
1814,1814,4,4
1815,1815,2,2
1816,1816,5,2
1817,1817,5,3
1818,1818,5,5
1819,1819,5,1
1820,1820,2,4
1821,1821,3,4
1822,1822,2,1
1823,1823,2,4
1824,1824,2,4
1825,1825,1,2
1826,1826,4,5
1827,1827,2,1
1828,1828,5,2
1829,1829,2,5
1830,1830,1,4
1831,1831,5,5
1832,1832,4,5
1833,1833,5,1
1834,1834,2,2
1835,1835,1,2
1836,1836,3,3
1837,1837,4,1
1838,1838,1,3
1839,1839,5,5
1840,1840,1,1
1841,1841,4,5
1842,1842,2,1
1843,1843,5,4
1844,1844,3,1
1845,1845,3,2
1846,1846,2,3
1847,1847,2,4
1848,1848,3,1
1849,1849,1,2
1850,1850,3,3
1851,1851,5,4
1852,1852,1,4
1853,1853,5,4
1854,1854,2,3
1855,1855,2,5
1856,1856,2,5
1857,1857,1,1
1858,1858,3,5
1859,1859,3,5
1860,1860,1,1
1861,1861,1,5
1862,1862,2,2
1863,1863,5,5
1864,1864,4,3
1865,1865,2,5
1866,1866,3,3
1867,1867,3,4
1868,1868,3,3
1869,1869,2,3
1870,1870,2,4
1871,1871,1,1
1872,1872,2,3
1873,1873,1,1
1874,1874,4,3
1875,1875,3,4
1876,1876,2,4
1877,1877,4,4
1878,1878,2,5
1879,1879,1,4
1880,1880,1,2
1881,1881,3,2
1882,1882,5,3
1883,1883,1,4
1884,1884,4,3
1885,1885,2,1
1886,1886,5,2
1887,1887,3,1
1888,1888,3,3
1889,1889,2,2
1890,1890,5,5
1891,1891,3,5
1892,1892,3,3
1893,1893,1,3
1894,1894,1,4
1895,1895,5,4
1896,1896,4,4
1897,1897,2,4
1898,1898,5,1
1899,1899,4,3
1900,1900,1,2
1901,1901,3,1
1902,1902,1,1
1903,1903,4,1
1904,1904,4,4
1905,1905,2,1
1906,1906,5,3
1907,1907,1,2
1908,1908,3,4
1909,1909,3,5
1910,1910,3,1
1911,1911,5,4
1912,1912,5,5
1913,1913,4,2
1914,1914,2,5
1915,1915,2,2
1916,1916,2,5
1917,1917,3,2
1918,1918,1,4
1919,1919,4,4
1920,1920,,
1921,1921,4,1
1922,1922,3,2
1923,1923,4,5
1924,1924,4,4
1925,1925,2,5
1926,1926,2,3
1927,1927,4,5
1928,1928,3,3
1929,1929,5,5
1930,1930,4,2
1931,1931,3,5
1932,1932,1,1
1933,1933,5,3
1934,1934,1,5
1935,1935,5,1
1936,1936,1,2
1937,1937,1,4
1938,1938,3,5
1939,1939,1,1
1940,1940,1,4
1941,1941,4,3
1942,1942,2,2
1943,1943,4,3
1944,1944,3,1
1945,1945,5,3
1946,1946,2,2
1947,1947,1,2
1948,1948,5,4
1949,1949,2,1
1950,1950,2,3
1951,1951,5,4
1952,1952,2,2
1953,1953,2,2
1954,1954,4,4
1955,1955,1,1
1956,1956,4,1
1957,1957,4,2
1958,1958,1,3
1959,1959,2,3
1960,1960,4,4
1961,1961,5,1
1962,1962,3,4
1963,1963,4,2
1964,1964,3,5
1965,1965,4,3
1966,1966,3,5
1967,1967,4,3
1968,1968,3,4
1969,1969,4,1
1970,1970,5,1
1971,1971,4,5
1972,1972,4,4
1973,1973,4,4
1974,1974,3,5
1975,1975,5,5
1976,1976,5,1
1977,1977,3,1
1978,1978,4,2
1979,1979,2,2
1980,1980,4,2
1981,1981,4,2
1982,1982,2,4
1983,1983,4,4
1984,1984,4,1
1985,1985,1,3
1986,1986,2,3
1987,1987,5,2
1988,1988,3,3
1989,1989,1,3
1990,1990,3,2
1991,1991,4,3
1992,1992,3,4
1993,1993,1,1
1994,1994,1,1
1995,1995,4,2
1996,1996,1,2
1997,1997,4,3
1998,1998,4,2
1999,1999,2,2
2000,2000,2,2
2001,2001,3,4
2002,2002,5,3
2003,2003,2,4
2004,2004,2,1
2005,2005,3,4
2006,2006,1,4
2007,2007,2,1
2008,2008,3,1
2009,2009,4,5
2010,2010,5,1
2011,2011,2,3
2012,2012,3,2
2013,2013,4,4
2014,2014,2,2
2015,2015,4,3
2016,2016,3,2
2017,2017,,
2018,2018,2,5
2019,2019,4,1
2020,2020,4,3
2021,2021,5,5
2022,2022,1,3
2023,2023,3,4
2024,2024,4,3
2025,2025,5,2
2026,2026,4,5
2027,2027,4,5
2028,2028,1,2
2029,2029,2,2
2030,2030,4,3
2031,2031,1,3
2032,2032,3,5
2033,2033,2,1
2034,2034,1,2
2035,2035,2,1
2036,2036,3,4
2037,2037,,
2038,2038,5,1
2039,2039,2,1
2040,2040,2,4
2041,2041,1,4
2042,2042,1,2
2043,2043,1,5
2044,2044,2,1
2045,2045,3,5
2046,2046,4,3
2047,2047,2,4
2048,2048,1,3
2049,2049,1,5
2050,2050,2,1
2051,2051,1,5
2052,2052,2,2
2053,2053,4,2
2054,2054,1,5
2055,2055,3,5
2056,2056,1,3
2057,2057,3,2
2058,2058,1,3
2059,2059,1,1
2060,2060,1,4
2061,2061,4,4
2062,2062,5,4
2063,2063,3,4
2064,2064,2,3
2065,2065,5,5
2066,2066,4,4
2067,2067,4,1
2068,2068,2,2
2069,2069,3,2
2070,2070,2,1
2071,2071,2,2
2072,2072,1,2
2073,2073,3,4
2074,2074,1,1
2075,2075,1,4
2076,2076,4,2
2077,2077,3,2
2078,2078,2,4
2079,2079,3,2
2080,2080,3,3
2081,2081,5,4
2082,2082,3,1
2083,2083,5,2
2084,2084,5,5
2085,2085,1,5
2086,2086,4,2
2087,2087,1,1
2088,2088,3,4
2089,2089,4,1
2090,2090,1,1
2091,2091,1,4
2092,2092,1,1
2093,2093,4,3
2094,2094,1,4
2095,2095,5,4
2096,2096,2,3
2097,2097,1,5
2098,2098,1,4
2099,2099,4,4
2100,2100,5,2
2101,2101,2,5
2102,2102,3,1
2103,2103,4,2
2104,2104,3,4
2105,2105,4,1
2106,2106,1,5
2107,2107,3,2
2108,2108,2,4
2109,2109,4,4
2110,2110,4,2
2111,2111,3,4
2112,2112,1,3
2113,2113,1,2
2114,2114,1,2
2115,2115,2,1
2116,2116,1,5
2117,2117,3,5
2118,2118,4,5
2119,2119,5,2
2120,2120,4,5
2121,2121,3,2
2122,2122,1,4
2123,2123,4,4
2124,2124,3,5
2125,2125,1,5
2126,2126,1,1
2127,2127,1,4
2128,2128,2,3
2129,2129,5,4
2130,2130,1,3
2131,2131,1,1
2132,2132,5,5
2133,2133,3,2
2134,2134,2,1
2135,2135,3,2
2136,2136,3,5
2137,2137,5,2
2138,2138,4,2
2139,2139,2,2
2140,2140,4,4
2141,2141,1,2
2142,2142,1,2
2143,2143,1,5
2144,2144,1,3
2145,2145,2,4
2146,2146,5,5
2147,2147,5,2
2148,2148,1,3
2149,2149,3,2
2150,2150,3,5
2151,2151,1,5
2152,2152,3,5
2153,2153,5,4
2154,2154,3,2
2155,2155,5,1
2156,2156,4,4
2157,2157,2,4
2158,2158,4,3
2159,2159,4,3
2160,2160,2,5
2161,2161,2,3
2162,2162,3,1
2163,2163,5,3
2164,2164,3,3
2165,2165,5,3
2166,2166,2,5
2167,2167,2,5
2168,2168,4,5
2169,2169,4,2
2170,2170,,
2171,2171,5,1
2172,2172,1,2
2173,2173,1,3
2174,2174,3,5
2175,2175,4,5
2176,2176,3,4
2177,2177,2,5
2178,2178,5,3
2179,2179,1,5
2180,2180,1,4
2181,2181,1,1
2182,2182,5,4
2183,2183,5,1
2184,2184,3,2
2185,2185,4,5
2186,2186,4,5
2187,2187,3,2
2188,2188,4,2
2189,2189,5,5
2190,2190,5,1
2191,2191,2,2
2192,2192,3,1
2193,2193,3,2
2194,2194,1,4
2195,2195,2,3
2196,2196,2,1
2197,2197,3,2
2198,2198,5,4
2199,2199,3,3
2200,2200,2,1
2201,2201,2,1
2202,2202,5,1
2203,2203,1,1
2204,2204,1,2
2205,2205,1,3
2206,2206,3,4
2207,2207,1,5
2208,2208,5,1
2209,2209,1,5
2210,2210,5,5
2211,2211,4,5
2212,2212,2,5
2213,2213,4,1
2214,2214,4,5
2215,2215,1,5
2216,2216,4,4
2217,2217,3,1
2218,2218,3,1
2219,2219,2,3
2220,2220,1,4
2221,2221,2,2
2222,2222,4,4
2223,2223,4,3
2224,2224,3,5
2225,2225,4,4
2226,2226,2,5
2227,2227,3,3
2228,2228,5,2
2229,2229,4,1
2230,2230,4,3
2231,2231,4,3
2232,2232,1,5
2233,2233,1,1
2234,2234,5,5
2235,2235,4,4
2236,2236,5,4
2237,2237,2,2
2238,2238,1,4
2239,2239,2,3
2240,2240,4,4
2241,2241,2,3
2242,2242,5,4
2243,2243,2,3
2244,2244,4,3
2245,2245,5,2
2246,2246,1,5
2247,2247,1,2
2248,2248,3,1
2249,2249,4,2
2250,2250,4,1
2251,2251,4,5
2252,2252,2,3
2253,2253,2,1
2254,2254,4,1
2255,2255,4,1
2256,2256,2,3
2257,2257,4,4
2258,2258,2,4
2259,2259,1,5
2260,2260,4,1
2261,2261,4,2
2262,2262,5,4
2263,2263,4,5
2264,2264,5,5
2265,2265,5,1
2266,2266,5,4
2267,2267,4,2
2268,2268,2,2
2269,2269,3,3
2270,2270,2,5
2271,2271,5,5
2272,2272,5,5
2273,2273,1,5
2274,2274,4,5
2275,2275,5,1
2276,2276,3,1
2277,2277,1,1
2278,2278,3,4
2279,2279,4,1
2280,2280,1,1
2281,2281,1,4
2282,2282,5,2
2283,2283,1,2
2284,2284,5,2
2285,2285,3,1
2286,2286,2,2
2287,2287,5,5
2288,2288,1,5
2289,2289,3,5
2290,2290,1,4
2291,2291,5,2
2292,2292,5,1
2293,2293,2,1
2294,2294,4,3
2295,2295,5,3
2296,2296,1,5
2297,2297,2,3
2298,2298,4,1
2299,2299,2,5
2300,2300,4,1
2301,2301,3,3
2302,2302,2,5
2303,2303,3,3
2304,2304,1,5
2305,2305,5,2
2306,2306,1,2
2307,2307,3,2
2308,2308,2,3
2309,2309,3,1
2310,2310,1,2
2311,2311,4,5
2312,2312,1,2
2313,2313,3,1
2314,2314,3,4
2315,2315,3,1
2316,2316,4,5
2317,2317,3,3
2318,2318,4,5
2319,2319,3,5
2320,2320,1,3
2321,2321,3,1
2322,2322,3,1
2323,2323,5,5
2324,2324,3,3
2325,2325,4,2
2326,2326,4,5
2327,2327,5,5
2328,2328,5,5
2329,2329,5,4
2330,2330,1,1
2331,2331,2,3
2332,2332,1,3
2333,2333,3,3
2334,2334,3,4
2335,2335,5,4
2336,2336,4,4
2337,2337,2,3
2338,2338,4,3
2339,2339,1,2
2340,2340,1,5
2341,2341,2,2
2342,2342,5,1
2343,2343,5,1
2344,2344,3,5
2345,2345,5,4
2346,2346,5,3
2347,2347,1,4
2348,2348,2,2
2349,2349,2,5
2350,2350,1,3
2351,2351,4,5
2352,2352,4,1
2353,2353,1,5
2354,2354,4,1
2355,2355,5,1
2356,2356,1,3
2357,2357,1,5
2358,2358,3,5
2359,2359,,
2360,2360,3,5
2361,2361,5,3
2362,2362,2,2
2363,2363,3,3
2364,2364,2,2
2365,2365,1,3
2366,2366,3,4
2367,2367,1,2
2368,2368,5,4
2369,2369,1,3
2370,2370,5,5
2371,2371,5,1
2372,2372,3,1
2373,2373,1,5
2374,2374,1,2
2375,2375,5,1
2376,2376,3,5
2377,2377,5,4
2378,2378,1,4
2379,2379,5,1
2380,2380,1,2
2381,2381,1,1
2382,2382,3,1
2383,2383,3,4
2384,2384,3,1
2385,2385,1,5
2386,2386,4,5
2387,2387,2,2
2388,2388,1,5
2389,2389,3,2
2390,2390,4,1
2391,2391,4,3
2392,2392,1,5
2393,2393,1,3
2394,2394,3,4
2395,2395,1,4
2396,2396,2,1
2397,2397,2,2
2398,2398,3,1
2399,2399,4,1
2400,2400,2,5
2401,2401,3,5
2402,2402,5,3
2403,2403,2,5
2404,2404,5,1
2405,2405,3,4
2406,2406,5,1
2407,2407,3,3
2408,2408,2,3
2409,2409,4,5
2410,2410,5,4
2411,2411,4,2
2412,2412,3,4
2413,2413,3,1
2414,2414,3,5
2415,2415,2,4
2416,2416,4,4
2417,2417,3,4
2418,2418,2,5
2419,2419,5,3
2420,2420,3,2
2421,2421,3,1
2422,2422,3,3
2423,2423,3,2
2424,2424,1,2
2425,2425,1,2
2426,2426,3,3
2427,2427,4,2
2428,2428,5,4
2429,2429,3,3
2430,2430,5,4
2431,2431,4,3
2432,2432,4,3
2433,2433,5,5
2434,2434,2,4
2435,2435,5,2
2436,2436,2,2
2437,2437,4,1
2438,2438,3,5
2439,2439,5,3
2440,2440,5,2
2441,2441,5,3
2442,2442,3,1
2443,2443,5,5
2444,2444,3,2
2445,2445,1,5
2446,2446,2,1
2447,2447,2,4
2448,2448,5,1
2449,2449,4,5
2450,2450,4,1
2451,2451,2,4
2452,2452,1,5
2453,2453,5,4
2454,2454,3,5
2455,2455,1,4
2456,2456,5,1
2457,2457,4,4
2458,2458,2,3
2459,2459,5,5
2460,2460,3,1
2461,2461,3,3
2462,2462,4,4
2463,2463,3,2
2464,2464,3,2
2465,2465,3,2
2466,2466,3,1
2467,2467,3,4
2468,2468,5,4
2469,2469,5,3
2470,2470,1,4
2471,2471,5,5
2472,2472,2,2
2473,2473,2,5
2474,2474,3,5
2475,2475,2,4
2476,2476,2,5
2477,2477,5,5
2478,2478,1,4
2479,2479,5,3
2480,2480,4,2
2481,2481,2,1
2482,2482,1,2
2483,2483,1,5
2484,2484,4,1
2485,2485,2,3
2486,2486,5,4
2487,2487,5,4
2488,2488,2,4
2489,2489,2,2
2490,2490,2,3
2491,2491,4,4
2492,2492,2,3
2493,2493,2,2
2494,2494,3,3
2495,2495,5,5
2496,2496,5,5
2497,2497,2,1
2498,2498,1,1
2499,2499,3,5
2500,2500,1,5
2501,2501,4,4
2502,2502,3,1
2503,2503,5,4
2504,2504,4,2
2505,2505,3,4
2506,2506,3,5
2507,2507,2,2
2508,2508,4,2
2509,2509,2,4
2510,2510,3,2
2511,2511,1,5
2512,2512,4,5
2513,2513,2,4
2514,2514,3,1
2515,2515,1,4
2516,2516,5,2
2517,2517,1,1
2518,2518,3,5
2519,2519,3,5
2520,2520,1,2
2521,2521,4,5
2522,2522,4,4
2523,2523,2,2
2524,2524,4,5
2525,2525,3,5
2526,2526,5,1
2527,2527,3,2
2528,2528,4,1
2529,2529,3,3
2530,2530,4,5
2531,2531,2,2
2532,2532,2,5
2533,2533,3,1
2534,2534,2,4
2535,2535,1,2
2536,2536,4,2
2537,2537,3,1
2538,2538,3,4
2539,2539,3,4
2540,2540,4,2
2541,2541,4,5
2542,2542,1,2
2543,2543,4,1
2544,2544,4,4
2545,2545,5,1
2546,2546,3,1
2547,2547,4,5
2548,2548,4,5
2549,2549,2,5
2550,2550,3,5
2551,2551,3,5
2552,2552,5,5
2553,2553,1,5
2554,2554,4,3
2555,2555,3,5
2556,2556,1,4
2557,2557,4,4
2558,2558,2,1
2559,2559,2,3
2560,2560,1,4
2561,2561,3,5
2562,2562,4,3
2563,2563,5,1
2564,2564,4,1
2565,2565,1,3
2566,2566,3,1
2567,2567,4,2
2568,2568,3,2
2569,2569,4,2
2570,2570,3,1
2571,2571,4,3
2572,2572,3,3
2573,2573,4,5
2574,2574,3,5
2575,2575,5,4
2576,2576,2,1
2577,2577,1,4
2578,2578,4,1
2579,2579,2,2
2580,2580,5,4
2581,2581,3,2
2582,2582,4,3
2583,2583,1,3
2584,2584,2,4
2585,2585,3,4
2586,2586,5,5
2587,2587,2,2
2588,2588,5,2
2589,2589,4,3
2590,2590,4,5
2591,2591,1,4
2592,2592,1,3
2593,2593,2,4
2594,2594,4,4
2595,2595,3,3
2596,2596,4,5
2597,2597,3,3
2598,2598,2,3
2599,2599,1,1
2600,2600,1,4
2601,2601,2,5
2602,2602,5,4
2603,2603,2,1
2604,2604,5,3
2605,2605,3,4
2606,2606,1,5
2607,2607,1,5
2608,2608,1,2
2609,2609,1,5
2610,2610,2,3
2611,2611,5,2
2612,2612,3,2
2613,2613,4,2
2614,2614,1,5
2615,2615,3,1
2616,2616,3,1
2617,2617,1,1
2618,2618,3,5
2619,2619,5,2
2620,2620,3,3
2621,2621,1,2
2622,2622,4,5
2623,2623,1,5
2624,2624,,
2625,2625,4,4
2626,2626,5,3
2627,2627,4,3
2628,2628,5,3
2629,2629,3,3
2630,2630,2,1
2631,2631,1,2
2632,2632,1,3
2633,2633,4,5
2634,2634,3,4
2635,2635,1,4
2636,2636,3,4
2637,2637,1,1
2638,2638,1,5
2639,2639,2,1
2640,2640,3,4
2641,2641,3,2
2642,2642,5,2
2643,2643,3,1
2644,2644,3,2
2645,2645,2,2
2646,2646,3,2
2647,2647,3,5
2648,2648,1,2
2649,2649,4,5
2650,2650,3,5
2651,2651,4,4
2652,2652,4,3
2653,2653,1,1
2654,2654,3,2
2655,2655,4,1
2656,2656,5,2
2657,2657,4,2
2658,2658,1,1
2659,2659,3,5
2660,2660,1,1
2661,2661,2,4
2662,2662,3,1
2663,2663,1,2
2664,2664,3,1
2665,2665,4,3
2666,2666,2,2
2667,2667,4,3
2668,2668,1,2
2669,2669,1,4
2670,2670,3,5
2671,2671,4,1
2672,2672,3,5
2673,2673,3,1
2674,2674,5,1
2675,2675,1,5
2676,2676,1,2
2677,2677,1,1
2678,2678,4,3
2679,2679,1,2
2680,2680,3,5
2681,2681,3,1
2682,2682,5,5
2683,2683,3,3
2684,2684,3,3
2685,2685,5,1
2686,2686,4,1
2687,2687,2,5
2688,2688,2,4
2689,2689,1,2
2690,2690,1,3
2691,2691,2,4
2692,2692,4,3
2693,2693,1,1
2694,2694,5,3
2695,2695,3,5
2696,2696,3,4
2697,2697,1,4
2698,2698,2,3
2699,2699,2,1
2700,2700,4,1
2701,2701,4,4
2702,2702,3,4
2703,2703,1,1
2704,2704,4,3
2705,2705,3,2
2706,2706,2,2
2707,2707,3,4
2708,2708,4,4
2709,2709,3,3
2710,2710,3,2
2711,2711,2,4
2712,2712,2,2
2713,2713,1,5
2714,2714,4,2
2715,2715,3,4
2716,2716,2,1
2717,2717,5,3
2718,2718,2,4
2719,2719,1,5
2720,2720,2,2
2721,2721,4,4
2722,2722,5,1
2723,2723,5,4
2724,2724,1,3
2725,2725,3,2
2726,2726,5,2
2727,2727,4,5
2728,2728,5,4
2729,2729,4,5
2730,2730,5,3
2731,2731,5,1
2732,2732,3,3
2733,2733,1,2
2734,2734,1,4
2735,2735,4,1
2736,2736,2,4
2737,2737,4,1
2738,2738,2,1
2739,2739,4,2
2740,2740,3,1
2741,2741,4,5
2742,2742,2,1
2743,2743,1,2
2744,2744,2,1
2745,2745,4,1
2746,2746,3,1
2747,2747,4,4
2748,2748,1,5
2749,2749,5,2
2750,2750,3,1
2751,2751,4,5
2752,2752,1,2
2753,2753,2,5
2754,2754,2,3
2755,2755,5,3
2756,2756,2,4
2757,2757,5,4
2758,2758,4,4
2759,2759,3,3
2760,2760,4,5
2761,2761,2,2
2762,2762,3,3
2763,2763,4,2
2764,2764,3,5
2765,2765,4,2
2766,2766,1,4
2767,2767,5,1
2768,2768,1,3
2769,2769,4,4
2770,2770,5,3
2771,2771,2,5
2772,2772,1,4
2773,2773,5,3
2774,2774,1,3
2775,2775,4,4
2776,2776,4,2
2777,2777,5,3
2778,2778,1,5
2779,2779,4,5
2780,2780,2,4
2781,2781,1,4
2782,2782,2,2
2783,2783,2,1
2784,2784,1,4
2785,2785,1,1
2786,2786,3,4
2787,2787,1,4
2788,2788,4,4
2789,2789,4,2
2790,2790,3,2
2791,2791,5,3
2792,2792,2,5
2793,2793,1,4
2794,2794,1,3
2795,2795,1,2
2796,2796,1,4
2797,2797,1,3
2798,2798,4,2
2799,2799,1,1
2800,2800,5,4
2801,2801,5,4
2802,2802,3,5
2803,2803,3,1
2804,2804,1,2
2805,2805,1,4
2806,2806,1,5
2807,2807,5,5
2808,2808,5,2
2809,2809,4,2
2810,2810,2,2
2811,2811,5,2
2812,2812,1,2
2813,2813,2,5
2814,2814,4,5
2815,2815,4,3
2816,2816,5,2
2817,2817,1,4
2818,2818,4,4
2819,2819,5,3
2820,2820,5,3
2821,2821,4,5
2822,2822,5,3
2823,2823,2,2
2824,2824,2,5
2825,2825,5,4
2826,2826,3,3
2827,2827,3,4
2828,2828,5,1
2829,2829,2,3
2830,2830,4,2
2831,2831,4,3
2832,2832,4,3
2833,2833,3,2
2834,2834,2,4
2835,2835,2,1
2836,2836,1,2
2837,2837,2,4
2838,2838,2,1
2839,2839,2,1
2840,2840,2,1
2841,2841,4,2
2842,2842,2,5
2843,2843,5,1
2844,2844,3,2
2845,2845,1,3
2846,2846,2,5
2847,2847,4,4
2848,2848,2,4
2849,2849,3,4
2850,2850,5,4
2851,2851,3,5
2852,2852,4,5
2853,2853,2,3
2854,2854,2,4
2855,2855,3,4
2856,2856,4,2
2857,2857,2,2
2858,2858,4,4
2859,2859,5,2
2860,2860,4,2
2861,2861,4,4
2862,2862,5,3
2863,2863,5,3
2864,2864,4,1
2865,2865,3,1
2866,2866,4,1
2867,2867,5,4
2868,2868,5,4
2869,2869,2,1
2870,2870,2,4
2871,2871,1,1
2872,2872,3,2
2873,2873,4,4
2874,2874,4,4
2875,2875,4,3
2876,2876,2,3
2877,2877,5,3
2878,2878,2,4
2879,2879,3,2
2880,2880,1,1
2881,2881,2,3
2882,2882,1,3
2883,2883,4,1
2884,2884,1,3
2885,2885,5,2
2886,2886,3,5
2887,2887,1,5
2888,2888,4,5
2889,2889,4,1
2890,2890,2,4
2891,2891,2,4
2892,2892,3,1
2893,2893,2,1
2894,2894,2,2
2895,2895,2,2
2896,2896,2,4
2897,2897,4,4
2898,2898,2,1
2899,2899,2,5
2900,2900,5,2
2901,2901,3,4
2902,2902,1,4
2903,2903,1,2
2904,2904,2,2
2905,2905,3,2
2906,2906,5,1
2907,2907,4,3
2908,2908,3,2
2909,2909,3,2
2910,2910,4,1
2911,2911,4,4
2912,2912,2,4
2913,2913,3,5
2914,2914,2,4
2915,2915,5,2
2916,2916,4,4
2917,2917,3,3
2918,2918,5,2
2919,2919,5,1
2920,2920,2,3
2921,2921,5,4
2922,2922,3,4
2923,2923,2,5
2924,2924,2,5
2925,2925,2,2
2926,2926,3,2
2927,2927,3,5
2928,2928,3,4
2929,2929,1,1
2930,2930,4,2
2931,2931,2,1
2932,2932,3,3
2933,2933,1,4
2934,2934,4,3
2935,2935,4,1
2936,2936,1,2
2937,2937,2,4
2938,2938,2,5
2939,2939,2,5
2940,2940,1,4
2941,2941,4,3
2942,2942,1,2
2943,2943,3,1
2944,2944,3,2
2945,2945,1,5
2946,2946,2,4
2947,2947,2,1
2948,2948,4,4
2949,2949,1,3
2950,2950,3,4
2951,2951,2,5
2952,2952,1,3
2953,2953,1,3
2954,2954,3,3
2955,2955,5,1
2956,2956,5,2
2957,2957,4,2
2958,2958,5,3
2959,2959,2,5
2960,2960,2,5
2961,2961,4,2
2962,2962,4,2
2963,2963,1,1
2964,2964,1,3
2965,2965,1,5
2966,2966,3,4
2967,2967,1,4
2968,2968,4,1
2969,2969,3,5
2970,2970,2,3
2971,2971,3,5
2972,2972,3,4
2973,2973,3,3
2974,2974,3,4
2975,2975,2,2
2976,2976,4,5
2977,2977,5,3
2978,2978,3,5
2979,2979,2,2
2980,2980,5,3
2981,2981,5,2
2982,2982,3,2
2983,2983,3,1
2984,2984,4,3
2985,2985,5,4
2986,2986,5,2
2987,2987,5,1
2988,2988,5,1
2989,2989,2,3
2990,2990,4,2
2991,2991,4,5
2992,2992,4,1
2993,2993,2,2
2994,2994,2,3
2995,2995,3,1
2996,2996,4,3
2997,2997,5,1
2998,2998,4,3
2999,2999,1,5
3000,3000,2,5
3001,3001,5,2
3002,3002,5,1
3003,3003,4,3
3004,3004,1,1
3005,3005,1,3
3006,3006,2,3
3007,3007,3,3
3008,3008,4,4
3009,3009,5,3
3010,3010,2,5
3011,3011,5,1
