orderdetailid,orderid,itemid,PreparationTime,DeliveryTime,TotalTime
2584,2584,3,19,28,47
2585,2585,261,60,20,80
2586,2586,125,55,26,81
2587,2587,351,53,19,72
2588,2588,5,16,97,113
2589,2589,219,23,65,88
2590,2590,91,40,65,105
2591,2591,86,30,44,74
2592,2592,409,55,21,76
2593,2593,169,32,115,147
2594,2594,54,47,69,116
2595,2595,267,52,58,110
2596,2596,179,12,106,118
2597,2597,64,47,104,151
2598,2598,146,15,59,74
2599,2599,316,55,75,130
2600,2600,60,14,25,39
2601,2601,19,54,68,122
2602,2602,178,15,94,109
2603,2603,451,15,35,50
2604,2604,402,25,55,80
2605,2605,88,34,44,78
2606,2606,250,12,24,36
2607,2607,215,29,117,146
2608,2608,354,30,99,129
2609,2609,358,35,115,150
2610,2610,130,22,60,82
2611,2611,7,48,59,107
2612,2612,63,50,25,75
2613,2613,24,34,59,93
2614,2614,362,50,34,84
2615,2615,258,20,102,122
2616,2616,225,50,55,105
2617,2617,458,11,105,116
2618,2618,206,43,76,119
2619,2619,450,10,63,73
2620,2620,338,49,58,107
2621,2621,249,28,120,148
2622,2622,229,11,51,62
2623,2623,348,31,36,67
2624,2624,194,15,108,123
2625,2625,401,24,55,79
2626,2626,166,53,112,165
2627,2627,465,30,92,122
2628,2628,98,14,46,60
2629,2629,291,47,76,123
2630,2630,330,20,64,84
2631,2631,204,22,26,48
2632,2632,430,36,43,79
2633,2633,370,42,81,123
2634,2634,107,33,19,52
2635,2635,20,33,57,90
2636,2636,252,31,119,150
2637,2637,461,43,118,161
2638,2638,46,37,44,81
2639,2639,246,16,33,49
2640,2640,423,43,109,152
2641,2641,439,35,47,82
2642,2642,396,42,101,143
2643,2643,200,54,54,108
2644,2644,47,36,36,72
2645,2645,383,25,83,108
2646,2646,281,34,59,93
2647,2647,98,14,88,102
2648,2648,303,54,56,110
2649,2649,11,44,64,108
2650,2650,138,39,36,75
2651,2651,219,31,61,92
2652,2652,287,27,98,125
2653,2653,428,44,102,146
2654,2654,446,17,96,113
2655,2655,376,50,97,147
2656,2656,58,39,94,133
2657,2657,418,39,87,126
2658,2658,447,49,18,67
2659,2659,338,13,120,133
2660,2660,278,33,56,89
2661,2661,92,30,84,114
2662,2662,164,21,56,77
2663,2663,55,43,68,111
2664,2664,401,59,95,154
2665,2665,399,31,28,59
2666,2666,254,38,109,147
2667,2667,294,34,39,73
2668,2668,43,17,30,47
2669,2669,144,46,71,117
2670,2670,271,36,76,112
2671,2671,414,46,68,114
2672,2672,34,22,26,48
2673,2673,426,36,22,58
2674,2674,383,35,20,55
2675,2675,418,46,32,78
2676,2676,450,46,54,100
2677,2677,81,50,23,73
2678,2678,477,47,63,110
2679,2679,271,58,61,119
2680,2680,62,45,112,157
2681,2681,166,34,19,53
2682,2682,15,35,45,80
2683,2683,136,29,22,51
2684,2684,48,46,18,64
2685,2685,261,25,116,141
2686,2686,201,16,97,113
2687,2687,312,51,98,149
2688,2688,454,54,24,78
2689,2689,410,42,31,73
2690,2690,479,35,55,90
2691,2691,452,23,41,64
2692,2692,404,43,71,114
2693,2693,432,10,117,127
2694,2694,318,33,116,149
2695,2695,246,50,110,160
2696,2696,89,50,69,119
2697,2697,264,30,16,46
2698,2698,191,58,115,173
2699,2699,386,41,118,159
2700,2700,140,48,67,115
2701,2701,408,52,77,129
2702,2702,180,15,102,117
2703,2703,108,26,29,55
2704,2704,291,17,18,35
2705,2705,130,23,115,138
2706,2706,93,46,118,164
2707,2707,350,34,119,153
2708,2708,277,21,26,47
2709,2709,50,38,96,134
2710,2710,389,41,109,150
2711,2711,45,14,28,42
2712,2712,278,19,86,105
2713,2713,28,25,69,94
2714,2714,470,16,42,58
2715,2715,85,26,26,52
2716,2716,170,23,88,111
2717,2717,195,31,77,108
2718,2718,425,20,68,88
2719,2719,278,35,103,138
2720,2720,132,11,74,85
2721,2721,441,45,27,72
2722,2722,453,57,91,148
2723,2723,8,21,22,43
2724,2724,87,58,74,132
2725,2725,374,30,100,130
2726,2726,166,12,26,38
2727,2727,368,37,118,155
2728,2728,381,15,106,121
2729,2729,87,43,41,84
2730,2730,122,17,71,88
2731,2731,276,41,25,66
2732,2732,398,19,16,35
2733,2733,128,25,27,52
2734,2734,391,31,117,148
2735,2735,454,46,85,131
2736,2736,173,54,58,112
2737,2737,332,35,46,81
2738,2738,90,58,89,147
2739,2739,94,19,91,110
2740,2740,321,48,83,131
2741,2741,270,26,57,83
2742,2742,437,38,35,73
2743,2743,250,11,106,117
2744,2744,283,44,77,121
2745,2745,137,55,38,93
2746,2746,31,11,74,85
2747,2747,99,30,24,54
2748,2748,326,36,38,74
2749,2749,326,17,97,114
2750,2750,209,49,97,146
2751,2751,209,19,51,70
2752,2752,297,25,96,121
2753,2753,283,39,107,146
2754,2754,171,25,89,114
2755,2755,239,33,103,136
2756,2756,323,53,74,127
2757,2757,340,24,28,52
2758,2758,392,35,120,155
2759,2759,464,35,117,152
2760,2760,137,51,30,81
2761,2761,129,25,69,94
2762,2762,256,14,80,94
2763,2763,151,20,50,70
2764,2764,42,59,93,152
2765,2765,443,45,104,149
2766,2766,333,25,113,138
2767,2767,341,58,46,104
2768,2768,385,27,26,53
2769,2769,423,12,109,121
2770,2770,238,18,26,44
2771,2771,300,31,47,78
2772,2772,319,18,85,103
2773,2773,122,10,110,120
2774,2774,295,16,39,55
2775,2775,62,55,49,104
2776,2776,319,60,92,152
2777,2777,129,58,112,170
2778,2778,28,44,77,121
2779,2779,201,44,49,93
2780,2780,267,40,97,137
2781,2781,65,11,93,104
2782,2782,232,41,97,138
2783,2783,332,42,32,74
2784,2784,358,44,94,138
2785,2785,434,26,44,70
2786,2786,12,17,40,57
2787,2787,375,60,33,93
2788,2788,159,45,93,138
2789,2789,384,42,80,122
2790,2790,282,14,85,99
2791,2791,392,15,29,44
2792,2792,374,52,105,157
2793,2793,169,19,44,63
2794,2794,424,10,76,86
2795,2795,108,59,35,94
2796,2796,30,30,22,52
2797,2797,26,33,39,72
2798,2798,3,26,83,109
2799,2799,456,39,23,62
2800,2800,467,50,104,154
2801,2801,327,54,98,152
2802,2802,149,51,26,77
2803,2803,187,60,118,178
2804,2804,15,42,28,70
2805,2805,2,49,30,79
2806,2806,107,14,96,110
2807,2807,236,15,26,41
2808,2808,53,19,105,124
2809,2809,76,38,58,96
2810,2810,388,40,102,142
2811,2811,226,21,51,72
2812,2812,176,50,111,161
2813,2813,292,30,21,51
2814,2814,365,26,34,60
2815,2815,258,28,83,111
2816,2816,21,46,55,101
2817,2817,62,34,29,63
2818,2818,125,47,77,124
2819,2819,131,17,58,75
2820,2820,415,32,105,137
2821,2821,202,46,82,128
2822,2822,211,41,53,94
2823,2823,291,51,40,91
2824,2824,18,37,45,82
2825,2825,271,43,37,80
2826,2826,97,26,72,98
2827,2827,113,47,88,135
2828,2828,212,11,33,44
2829,2829,170,20,20,40
2830,2830,140,52,74,126
2831,2831,3,51,93,144
2832,2832,368,46,37,83
2833,2833,122,33,19,52
2834,2834,287,36,54,90
2835,2835,285,13,103,116
2836,2836,157,24,62,86
2837,2837,110,45,96,141
2838,2838,291,43,120,163
2839,2839,262,43,16,59
2840,2840,382,30,31,61
2841,2841,12,41,86,127
2842,2842,237,31,66,97
2843,2843,54,47,33,80
2844,2844,127,56,34,90
2845,2845,255,15,108,123
2846,2846,185,13,19,32
2847,2847,290,14,89,103
2848,2848,218,29,33,62
2849,2849,473,25,40,65
2850,2850,379,47,39,86
2851,2851,86,17,43,60
2852,2852,75,25,69,94
2853,2853,453,32,99,131
2854,2854,60,48,86,134
2855,2855,47,20,51,71
2856,2856,275,54,101,155
2857,2857,289,42,105,147
2858,2858,370,24,106,130
2859,2859,27,40,58,98
2860,2860,364,59,86,145
2861,2861,227,26,37,63
2862,2862,303,39,34,73
2863,2863,13,57,45,102
2864,2864,450,10,93,103
2865,2865,272,55,45,100
2866,2866,401,24,119,143
2867,2867,379,51,35,86
2868,2868,70,49,113,162
2869,2869,115,47,63,110
2870,2870,319,52,29,81
2871,2871,365,45,44,89
2872,2872,183,33,46,79
2873,2873,242,19,100,119
2874,2874,300,38,78,116
2875,2875,225,52,24,76
2876,2876,131,48,73,121
2877,2877,104,58,15,73
2878,2878,62,43,60,103
2879,2879,3,32,52,84
2880,2880,429,21,16,37
2881,2881,140,25,15,40
2882,2882,47,33,48,81
2883,2883,154,40,42,82
2884,2884,63,30,45,75
2885,2885,108,39,75,114
2886,2886,354,43,51,94
2887,2887,24,52,31,83
2888,2888,203,44,68,112
2889,2889,428,24,44,68
2890,2890,405,49,94,143
2891,2891,273,11,76,87
2892,2892,289,58,55,113
2893,2893,147,51,23,74
2894,2894,79,39,33,72
2895,2895,473,50,17,67
2896,2896,230,44,101,145
2897,2897,18,36,58,94
2898,2898,285,24,107,131
2899,2899,286,60,48,108
2900,2900,151,28,17,45
2901,2901,121,12,82,94
2902,2902,12,32,52,84
2903,2903,468,26,112,138
2904,2904,205,53,92,145
2905,2905,191,29,120,149
2906,2906,407,14,38,52
2907,2907,193,35,96,131
2908,2908,5,13,103,116
2909,2909,186,41,22,63
2910,2910,128,60,118,178
2911,2911,328,45,79,124
2912,2912,168,30,86,116
2913,2913,470,34,24,58
2914,2914,135,16,112,128
2915,2915,145,52,110,162
2916,2916,480,51,95,146
2917,2917,253,53,37,90
2918,2918,250,42,74,116
2919,2919,387,41,36,77
2920,2920,58,30,31,61
2921,2921,66,58,101,159
2922,2922,92,45,22,67
2923,2923,355,23,120,143
2924,2924,373,33,119,152
2925,2925,436,36,116,152
2926,2926,7,13,87,100
2927,2927,274,53,90,143
2928,2928,173,12,22,34
2929,2929,219,21,18,39
2930,2930,242,29,22,51
2931,2931,9,11,96,107
2932,2932,86,50,38,88
2933,2933,52,46,67,113
2934,2934,336,30,28,58
2935,2935,54,32,55,87
2936,2936,416,10,27,37
2937,2937,16,52,77,129
2938,2938,322,53,83,136
2939,2939,70,37,108,145
2940,2940,273,54,118,172
2941,2941,208,50,93,143
2942,2942,134,16,92,108
2943,2943,93,15,56,71
2944,2944,424,58,65,123
2945,2945,131,55,111,166
2946,2946,131,11,54,65
2947,2947,22,41,38,79
2948,2948,267,48,107,155
2949,2949,141,27,47,74
2950,2950,317,31,102,133
2951,2951,419,35,57,92
2952,2952,170,53,25,78
2953,2953,18,58,25,83
2954,2954,322,15,106,121
2955,2955,106,26,70,96
2956,2956,32,47,26,73
2957,2957,444,42,19,61
2958,2958,348,30,91,121
2959,2959,265,27,79,106
2960,2960,452,23,107,130
2961,2961,447,25,118,143
2962,2962,84,49,98,147
2963,2963,193,54,47,101
2964,2964,374,25,72,97
2965,2965,149,38,40,78
2966,2966,196,56,75,131
2967,2967,159,11,91,102
2968,2968,106,53,60,113
2969,2969,170,28,31,59
2970,2970,342,13,59,72
2971,2971,171,53,24,77
2972,2972,4,14,67,81
2973,2973,440,38,74,112
2974,2974,217,26,116,142
2975,2975,257,52,106,158
2976,2976,252,22,67,89
2977,2977,168,29,30,59
2978,2978,271,11,119,130
2979,2979,166,36,30,66
2980,2980,202,34,40,74
2981,2981,415,57,32,89
2982,2982,195,24,22,46
2983,2983,356,26,47,73
2984,2984,302,30,104,134
2985,2985,225,55,53,108
2986,2986,182,13,109,122
2987,2987,98,20,32,52
2988,2988,48,47,24,71
2989,2989,185,34,43,77
2990,2990,410,40,16,56
2991,2991,256,51,45,96
2992,2992,213,16,22,38
2993,2993,378,30,119,149
2994,2994,435,11,102,113
2995,2995,348,45,118,163
2996,2996,11,50,75,125
2997,2997,406,25,56,81
2998,2998,452,47,19,66
2999,2999,427,50,63,113
3000,3000,74,60,58,118
3001,3001,127,44,54,98
3002,3002,271,43,30,73
3003,3003,93,51,68,119
3004,3004,274,19,110,129
3005,3005,169,27,56,83
3006,3006,151,58,68,126
3007,3007,243,20,32,52
3008,3008,374,59,44,103
3009,3009,86,30,59,89
3010,3010,393,25,77,102
3011,3011,425,51,82,133
3012,3012,78,19,23,42
3013,3013,29,33,49,82
3014,3014,416,50,106,156
3015,3015,235,29,61,90
3016,3016,240,15,99,114
3017,3017,164,50,73,123
3018,3018,358,17,118,135
3019,3019,395,15,33,48
3020,3020,414,29,34,63
3021,3021,330,17,24,41
3022,3022,265,18,111,129
3023,3023,384,31,18,49
3024,3024,40,37,96,133
3025,3025,388,55,61,116
3026,3026,317,33,102,135
3027,3027,262,42,118,160
3028,3028,223,59,30,89
3029,3029,425,16,103,119
3030,3030,293,55,44,99
3031,3031,340,39,102,141
3032,3032,295,50,53,103
3033,3033,43,32,113,145
3034,3034,276,41,21,62
3035,3035,466,29,64,93
3036,3036,209,30,66,96
3037,3037,60,31,82,113
3038,3038,131,23,93,116
3039,3039,372,60,72,132
3040,3040,443,29,21,50
3041,3041,4,45,40,85
3042,3042,465,39,82,121
3043,3043,184,59,25,84
3044,3044,271,47,77,124
3045,3045,39,39,72,111
3046,3046,353,53,69,122
3047,3047,170,58,81,139
3048,3048,14,20,118,138
3049,3049,76,54,40,94
3050,3050,230,57,64,121
3051,3051,67,46,92,138
3052,3052,98,36,68,104
3053,3053,390,58,104,162
3054,3054,250,16,58,74
3055,3055,207,42,20,62
3056,3056,192,56,73,129
3057,3057,91,17,38,55
3058,3058,348,37,31,68
3059,3059,159,14,72,86
3060,3060,59,37,25,62
3061,3061,147,26,36,62
3062,3062,241,60,96,156
3063,3063,266,10,18,28
3064,3064,404,44,119,163
3065,3065,179,45,38,83
3066,3066,69,24,91,115
3067,3067,385,11,47,58
3068,3068,397,25,29,54
3069,3069,190,38,54,92
3070,3070,370,27,106,133
3071,3071,3,20,112,132
3072,3072,456,47,33,80
3073,3073,69,17,82,99
3074,3074,409,10,65,75
3075,3075,329,52,120,172
3076,3076,200,43,63,106
3077,3077,77,44,99,143
3078,3078,455,24,36,60
3079,3079,186,57,82,139
3080,3080,231,46,56,102
3081,3081,100,18,20,38
3082,3082,21,21,120,141
3083,3083,422,56,41,97
3084,3084,112,20,39,59
3085,3085,166,55,57,112
3086,3086,187,14,112,126
3087,3087,78,12,68,80
3088,3088,453,47,39,86
3089,3089,412,19,60,79
3090,3090,429,44,41,85
3091,3091,67,38,67,105
3092,3092,162,57,110,167
3093,3093,252,18,75,93
3094,3094,137,32,111,143
3095,3095,92,16,112,128
3096,3096,171,40,93,133
3097,3097,194,37,32,69
3098,3098,298,47,115,162
3099,3099,77,52,18,70
3100,3100,407,15,120,135
3101,3101,365,21,77,98
3102,3102,170,34,61,95
3103,3103,182,13,59,72
3104,3104,315,58,83,141
3105,3105,162,24,37,61
3106,3106,310,37,54,91
3107,3107,400,23,44,67
3108,3108,474,45,54,99
3109,3109,145,23,89,112
3110,3110,117,52,29,81
3111,3111,44,60,41,101
3112,3112,356,47,33,80
3113,3113,250,58,71,129
3114,3114,401,60,48,108
3115,3115,54,27,57,84
3116,3116,196,52,66,118
3117,3117,460,59,16,75
3118,3118,41,60,53,113
3119,3119,296,32,118,150
3120,3120,139,16,101,117
3121,3121,145,35,56,91
3122,3122,20,15,83,98
3123,3123,443,21,45,66
3124,3124,51,15,91,106
3125,3125,331,51,85,136
3126,3126,109,40,17,57
3127,3127,116,21,33,54
3128,3128,217,23,30,53
3129,3129,361,35,21,56
3130,3130,149,16,76,92
3131,3131,152,59,99,158
3132,3132,184,13,65,78
3133,3133,50,35,41,76
3134,3134,72,26,76,102
3135,3135,76,48,18,66
3136,3136,42,27,26,53
3137,3137,236,38,48,86
3138,3138,218,36,55,91
3139,3139,301,28,101,129
3140,3140,194,51,88,139
3141,3141,468,55,57,112
3142,3142,334,55,87,142
3143,3143,172,20,88,108
3144,3144,455,31,92,123
3145,3145,465,30,62,92
3146,3146,192,39,75,114
3147,3147,432,58,112,170
3148,3148,154,46,49,95
3149,3149,256,39,27,66
3150,3150,426,20,72,92
3151,3151,197,32,67,99
3152,3152,41,26,59,85
3153,3153,103,60,60,120
3154,3154,178,15,62,77
3155,3155,33,29,117,146
3156,3156,412,19,51,70
3157,3157,118,50,88,138
3158,3158,349,58,78,136
3159,3159,39,40,63,103
3160,3160,316,31,63,94
3161,3161,414,36,85,121
3162,3162,344,20,26,46
3163,3163,271,14,57,71
3164,3164,125,12,62,74
3165,3165,480,39,51,90
3166,3166,412,53,68,121
3167,3167,432,55,26,81
3168,3168,185,20,28,48
3169,3169,451,55,117,172
3170,3170,396,18,51,69
3171,3171,189,48,72,120
3172,3172,410,35,22,57
3173,3173,14,44,79,123
3174,3174,260,46,17,63
3175,3175,289,36,31,67
3176,3176,301,27,101,128
3177,3177,259,19,38,57
3178,3178,94,18,45,63
3179,3179,403,50,113,163
3180,3180,208,27,22,49
3181,3181,442,55,35,90
3182,3182,334,47,73,120
3183,3183,279,28,42,70
3184,3184,106,20,118,138
3185,3185,423,30,114,144
3186,3186,312,22,34,56
3187,3187,160,19,82,101
3188,3188,226,29,45,74
3189,3189,33,14,69,83
3190,3190,87,53,59,112
3191,3191,170,37,48,85
3192,3192,345,27,73,100
3193,3193,392,59,91,150
3194,3194,448,49,71,120
3195,3195,470,47,92,139
3196,3196,228,55,69,124
3197,3197,170,10,99,109
3198,3198,124,38,89,127
3199,3199,274,42,29,71
3200,3200,318,14,26,40
3201,3201,363,58,49,107
3202,3202,377,25,45,70
3203,3203,352,36,98,134
3204,3204,114,16,28,44
3205,3205,360,32,31,63
3206,3206,70,42,37,79
3207,3207,308,12,59,71
3208,3208,296,40,91,131
3209,3209,364,31,68,99
3210,3210,7,38,100,138
3211,3211,60,34,95,129
3212,3212,438,33,119,152
3213,3213,244,25,55,80
3214,3214,200,43,101,144
3215,3215,41,60,107,167
3216,3216,85,22,93,115
3217,3217,348,35,101,136
3218,3218,256,38,17,55
3219,3219,7,60,69,129
3220,3220,477,19,102,121
3221,3221,280,18,83,101
3222,3222,312,47,46,93
3223,3223,246,13,102,115
3224,3224,205,22,30,52
3225,3225,386,15,80,95
3226,3226,19,35,88,123
3227,3227,241,23,54,77
3228,3228,30,46,115,161
3229,3229,305,17,114,131
3230,3230,342,29,91,120
3231,3231,298,27,17,44
3232,3232,287,60,48,108
3233,3233,439,47,63,110
3234,3234,411,26,105,131
3235,3235,478,19,118,137
3236,3236,67,56,70,126
3237,3237,427,23,52,75
3238,3238,365,39,104,143
3239,3239,238,35,59,94
3240,3240,338,42,45,87
3241,3241,389,41,77,118
3242,3242,296,43,42,85
3243,3243,161,14,41,55
3244,3244,36,17,78,95
3245,3245,468,40,61,101
3246,3246,470,44,62,106
3247,3247,240,33,35,68
3248,3248,439,57,117,174
3249,3249,75,43,92,135
3250,3250,419,46,28,74
3251,3251,458,46,41,87
3252,3252,168,45,51,96
3253,3253,116,26,30,56
3254,3254,392,48,35,83
3255,3255,270,35,116,151
3256,3256,47,15,100,115
3257,3257,294,10,71,81
3258,3258,7,14,25,39
3259,3259,125,42,117,159
3260,3260,178,16,98,114
3261,3261,178,53,20,73
3262,3262,390,50,39,89
3263,3263,248,60,54,114
3264,3264,208,20,74,94
3265,3265,7,18,43,61
3266,3266,215,58,118,176
3267,3267,236,57,112,169
3268,3268,419,37,36,73
3269,3269,441,58,56,114
3270,3270,365,39,74,113
3271,3271,333,57,40,97
3272,3272,11,16,94,110
3273,3273,257,24,29,53
3274,3274,95,52,84,136
3275,3275,75,16,63,79
3276,3276,113,14,71,85
3277,3277,21,18,117,135
3278,3278,14,47,119,166
3279,3279,90,21,97,118
3280,3280,353,28,107,135
3281,3281,448,29,40,69
3282,3282,297,58,57,115
3283,3283,39,41,26,67
3284,3284,354,11,33,44
3285,3285,40,10,106,116
3286,3286,203,17,23,40
3287,3287,411,49,76,125
3288,3288,39,30,108,138
3289,3289,286,45,37,82
3290,3290,340,44,46,90
3291,3291,389,16,116,132
3292,3292,223,12,100,112
3293,3293,378,12,26,38
3294,3294,470,32,67,99
3295,3295,392,12,73,85
3296,3296,107,12,109,121
3297,3297,295,44,114,158
3298,3298,351,22,99,121
3299,3299,231,27,108,135
3300,3300,403,13,41,54
3301,3301,320,38,19,57
3302,3302,106,14,118,132
3303,3303,52,17,80,97
3304,3304,138,29,57,86
3305,3305,124,10,37,47
3306,3306,349,30,67,97
3307,3307,423,48,58,106
3308,3308,226,38,77,115
3309,3309,283,59,53,112
3310,3310,99,55,107,162
3311,3311,275,15,52,67
3312,3312,429,10,58,68
3313,3313,440,51,104,155
3314,3314,374,36,36,72
3315,3315,343,26,61,87
3316,3316,169,19,38,57
3317,3317,410,51,30,81
3318,3318,293,42,115,157
3319,3319,182,22,53,75
3320,3320,466,39,49,88
3321,3321,286,25,40,65
3322,3322,368,38,86,124
3323,3323,178,50,95,145
3324,3324,385,56,90,146
3325,3325,297,16,85,101
3326,3326,265,40,95,135
3327,3327,50,44,78,122
3328,3328,206,26,57,83
3329,3329,7,31,110,141
3330,3330,8,54,26,80
3331,3331,282,56,98,154
3332,3332,438,19,109,128
3333,3333,39,30,89,119
3334,3334,450,42,49,91
3335,3335,390,10,81,91
3336,3336,235,34,109,143
3337,3337,161,12,60,72
3338,3338,44,26,111,137
3339,3339,33,40,119,159
3340,3340,479,53,98,151
3341,3341,66,60,21,81
3342,3342,351,35,43,78
3343,3343,441,51,51,102
3344,3344,143,29,52,81
3345,3345,221,55,67,122
3346,3346,9,35,68,103
3347,3347,41,41,83,124
3348,3348,435,32,37,69
3349,3349,124,19,33,52
3350,3350,234,20,77,97
3351,3351,19,41,53,94
3352,3352,253,33,87,120
3353,3353,86,33,30,63
3354,3354,266,57,118,175
3355,3355,308,52,90,142
3356,3356,44,51,30,81
3357,3357,206,39,56,95
3358,3358,257,17,108,125
3359,3359,218,11,108,119
3360,3360,28,20,100,120
3361,3361,346,33,115,148
3362,3362,445,37,100,137
3363,3363,353,56,62,118
3364,3364,63,15,28,43
3365,3365,269,49,70,119
3366,3366,207,30,31,61
3367,3367,152,55,79,134
3368,3368,298,15,119,134
3369,3369,447,21,85,106
3370,3370,313,56,38,94
3371,3371,34,53,71,124
3372,3372,356,55,27,82
3373,3373,408,20,50,70
3374,3374,54,27,109,136
3375,3375,96,31,93,124
3376,3376,312,60,58,118
3377,3377,80,38,56,94
3378,3378,41,27,100,127
3379,3379,199,35,68,103
3380,3380,308,21,49,70
3381,3381,117,55,115,170
3382,3382,365,24,109,133
3383,3383,32,42,76,118
3384,3384,363,27,117,144
3385,3385,32,19,41,60
3386,3386,423,43,67,110
3387,3387,40,46,37,83
3388,3388,158,40,20,60
3389,3389,75,34,95,129
3390,3390,313,31,55,86
3391,3391,243,60,45,105
3392,3392,191,25,102,127
3393,3393,163,26,38,64
3394,3394,142,48,39,87
3395,3395,335,15,50,65
3396,3396,346,30,61,91
3397,3397,281,28,112,140
3398,3398,272,54,112,166
3399,3399,479,24,59,83
3400,3400,306,14,46,60
3401,3401,449,36,22,58
3402,3402,71,41,50,91
3403,3403,188,32,25,57
3404,3404,371,58,31,89
3405,3405,412,21,27,48
3406,3406,16,38,100,138
3407,3407,159,10,79,89
3408,3408,317,12,52,64
3409,3409,199,22,23,45
3410,3410,249,19,83,102
3411,3411,297,23,111,134
3412,3412,290,34,113,147
3413,3413,167,58,45,103
3414,3414,183,28,34,62
3415,3415,164,29,113,142
3416,3416,359,35,26,61
3417,3417,276,13,32,45
3418,3418,362,24,84,108
3419,3419,234,18,48,66
3420,3420,261,31,30,61
3421,3421,448,22,113,135
3422,3422,422,12,51,63
3423,3423,351,18,36,54
3424,3424,294,52,62,114
3425,3425,308,48,64,112
3426,3426,15,48,76,124
3427,3427,292,23,43,66
3428,3428,48,14,102,116
3429,3429,430,28,114,142
3430,3430,416,13,74,87
3431,3431,80,14,48,62
3432,3432,148,32,116,148
3433,3433,397,53,68,121
3434,3434,311,42,83,125
3435,3435,276,47,20,67
3436,3436,167,33,22,55
3437,3437,372,16,96,112
3438,3438,362,21,41,62
3439,3439,135,37,51,88
3440,3440,362,41,89,130
3441,3441,62,40,64,104
3442,3442,166,34,24,58
3443,3443,470,30,80,110
3444,3444,198,27,116,143
3445,3445,21,39,33,72
3446,3446,264,41,18,59
3447,3447,80,39,81,120
3448,3448,431,10,32,42
3449,3449,342,54,98,152
3450,3450,369,37,38,75
3451,3451,380,29,23,52
3452,3452,403,35,109,144
3453,3453,155,26,73,99
3454,3454,409,39,52,91
3455,3455,270,10,83,93
3456,3456,286,40,75,115
3457,3457,427,34,99,133
3458,3458,324,24,72,96
3459,3459,275,21,55,76
3460,3460,427,18,96,114
3461,3461,251,30,55,85
3462,3462,474,34,31,65
3463,3463,270,27,17,44
3464,3464,453,45,26,71
3465,3465,432,26,110,136
3466,3466,14,27,64,91
3467,3467,460,34,45,79
3468,3468,56,50,41,91
3469,3469,95,52,106,158
3470,3470,211,50,49,99
3471,3471,97,50,19,69
3472,3472,232,41,117,158
3473,3473,476,18,52,70
3474,3474,175,10,69,79
3475,3475,270,58,111,169
3476,3476,479,42,97,139
3477,3477,171,34,83,117
3478,3478,280,20,26,46
3479,3479,313,40,38,78
3480,3480,139,41,15,56
3481,3481,65,11,67,78
3482,3482,73,56,78,134
3483,3483,189,17,108,125
3484,3484,195,17,32,49
3485,3485,111,59,23,82
3486,3486,233,15,120,135
3487,3487,236,29,65,94
3488,3488,136,53,86,139
3489,3489,79,40,106,146
3490,3490,243,10,98,108
3491,3491,354,37,54,91
3492,3492,296,17,101,118
3493,3493,401,51,97,148
3494,3494,15,40,49,89
3495,3495,372,43,74,117
3496,3496,158,36,84,120
3497,3497,454,43,109,152
3498,3498,376,53,19,72
3499,3499,387,14,99,113
3500,3500,337,19,113,132
3501,3501,231,26,119,145
3502,3502,355,38,47,85
3503,3503,406,31,23,54
3504,3504,40,25,48,73
3505,3505,288,16,84,100
3506,3506,111,54,110,164
3507,3507,191,13,94,107
3508,3508,381,25,103,128
3509,3509,146,59,79,138
3510,3510,339,44,46,90
3511,3511,161,21,72,93
3512,3512,403,41,53,94
3513,3513,182,22,90,112
3514,3514,267,54,109,163
3515,3515,298,23,60,83
3516,3516,362,57,52,109
3517,3517,21,60,66,126
3518,3518,299,30,44,74
3519,3519,383,14,69,83
3520,3520,411,14,53,67
3521,3521,381,29,54,83
3522,3522,403,50,84,134
3523,3523,105,46,73,119
3524,3524,266,30,89,119
3525,3525,136,31,60,91
3526,3526,92,50,75,125
3527,3527,272,38,64,102
3528,3528,123,15,95,110
3529,3529,195,29,62,91
3530,3530,55,55,114,169
3531,3531,466,48,114,162
3532,3532,345,45,16,61
3533,3533,426,24,59,83
3534,3534,31,55,37,92
3535,3535,350,41,89,130
3536,3536,212,28,70,98
3537,3537,148,22,20,42
3538,3538,428,31,91,122
3539,3539,116,18,39,57
3540,3540,180,49,96,145
3541,3541,72,16,27,43
3542,3542,318,30,103,133
3543,3543,189,59,87,146
3544,3544,356,51,50,101
3545,3545,371,35,81,116
3546,3546,314,59,73,132
3547,3547,133,31,49,80
3548,3548,321,45,28,73
3549,3549,215,15,28,43
3550,3550,133,40,115,155
3551,3551,383,46,103,149
3552,3552,341,43,118,161
3553,3553,164,17,34,51
3554,3554,267,60,112,172
3555,3555,183,17,24,41
3556,3556,436,49,119,168
3557,3557,147,27,69,96
3558,3558,258,15,94,109
3559,3559,192,38,55,93
3560,3560,181,34,120,154
3561,3561,299,39,101,140
3562,3562,390,36,34,70
3563,3563,76,22,103,125
3564,3564,168,39,57,96
3565,3565,326,37,101,138
3566,3566,439,41,58,99
3567,3567,135,30,101,131
3568,3568,340,42,80,122
3569,3569,327,51,109,160
3570,3570,474,29,106,135
3571,3571,428,32,116,148
3572,3572,383,52,38,90
3573,3573,132,16,51,67
3574,3574,98,32,106,138
3575,3575,105,22,116,138
3576,3576,181,39,46,85
3577,3577,146,39,42,81
3578,3578,92,58,79,137
3579,3579,143,26,67,93
3580,3580,407,25,118,143
